2026-01-08 00:33:38.804 | INFO     | __main__:main:320 - ============================================================
2026-01-08 00:33:38.804 | INFO     | __main__:main:321 - TacticsAI Training
2026-01-08 00:33:38.804 | INFO     | __main__:main:322 - ============================================================
2026-01-08 00:33:38.804 | INFO     | __main__:main:323 - Arguments: {'epochs': 10, 'batch_size': 32, 'lr': 0.001, 'patience': 10, 'max_matches': 100, 'val_split': 0.2, 'synthetic': False, 'synthetic_samples': 1000, 'hidden_dim': 64, 'num_layers': 3, 'simple_model': False, 'model_path': 'backend/models/saved/tacticsai.pt', 'no_save': False}
2026-01-08 00:33:38.804 | INFO     | __main__:load_data:140 - ============================================================
2026-01-08 00:33:38.804 | INFO     | __main__:load_data:141 - Loading data...
2026-01-08 00:33:38.804 | INFO     | __main__:load_data:147 - Loading from StatsBomb open data
2026-01-08 00:33:38.804 | INFO     | data.dataset:from_statsbomb:195 - Loading StatsBomb data (competition=2, season=27)
2026-01-08 00:33:38.804 | DEBUG    | data.fetchers:__init__:53 - Initialized StatsBombFetcher with cache at backend/data/cache
2026-01-08 00:33:38.838 | INFO     | data.fetchers:_get_cached:125 - Cache hit for matches_2_27 (380 rows)
2026-01-08 00:33:38.838 | INFO     | data.dataset:from_statsbomb:210 - Processing 100 matches
2026-01-08 00:33:38.839 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754058
2026-01-08 00:33:38.841 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754245
2026-01-08 00:33:38.842 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754136
2026-01-08 00:33:38.844 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754037
2026-01-08 00:33:38.845 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754039
2026-01-08 00:33:38.847 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754041
2026-01-08 00:33:38.848 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754042
2026-01-08 00:33:38.850 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754043
2026-01-08 00:33:38.851 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754045
2026-01-08 00:33:38.853 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754048
2026-01-08 00:33:38.854 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754049
2026-01-08 00:33:38.855 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754050
2026-01-08 00:33:38.856 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754052
2026-01-08 00:33:38.857 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754053
2026-01-08 00:33:38.859 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754055
2026-01-08 00:33:38.860 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754226
2026-01-08 00:33:38.861 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754014
2026-01-08 00:33:38.863 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754091
2026-01-08 00:33:38.864 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754135
2026-01-08 00:33:38.865 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754293
2026-01-08 00:33:38.867 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754339
2026-01-08 00:33:38.868 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754146
2026-01-08 00:33:38.869 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754347
2026-01-08 00:33:38.870 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754255
2026-01-08 00:33:38.871 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754278
2026-01-08 00:33:38.873 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753979
2026-01-08 00:33:38.874 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753972
2026-01-08 00:33:38.875 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753978
2026-01-08 00:33:38.876 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753974
2026-01-08 00:33:38.878 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753993
2026-01-08 00:33:38.879 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753983
2026-01-08 00:33:38.880 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754015
2026-01-08 00:33:38.882 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754038
2026-01-08 00:33:38.883 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754001
2026-01-08 00:33:38.884 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754007
2026-01-08 00:33:38.885 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754008
2026-01-08 00:33:38.887 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754029
2026-01-08 00:33:38.888 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753995
2026-01-08 00:33:38.889 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753999
2026-01-08 00:33:38.890 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754017
2026-01-08 00:33:38.892 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754006
2026-01-08 00:33:38.893 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754023
2026-01-08 00:33:38.894 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3753984
2026-01-08 00:33:38.895 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754011
2026-01-08 00:33:38.896 | INFO     | data.fetchers:fetch_lineups:302 - Cache hit for lineups 3754010
